SFO,ICN,1:25 PM,5:55 PM,24,Korean Air,80800
ICN,TPE,10:35 AM,12:05 PM,691,Korean Air,80800
SFO,ICN,1:25 PM,5:55 PM,24,Korean Air,80800
ICN,TPE,12:35 PM,2:10 PM,5691,Korean Air,80800
SFO,LAX,12:35 PM,2:00 PM,2456,American Airlines,81519
LAX,TPE,4:50 PM,10:05 PM,11,American Airlines,81519
SFO,HKG,1:40 PM,7:00 PM,879,EVA Airways,83800
HKG,TPE,8:25 AM,10:05 AM,474,EVA Airways,83800
SFO,HKG,1:40 PM,7:00 PM,879,Cathay Pacific Airways,83800
HKG,TPE,9:10 AM,11:00 AM,530,Cathay Pacific Airways,83800
SFO,HKG,1:40 PM,7:00 PM,879,Cathay Pacific Airways,83800
HKG,TPE,10:00 AM,11:45 AM,450,Cathay Pacific Airways,83800
SFO,HKG,1:40 PM,7:00 PM,879,Cathay Pacific Airways,83800
HKG,TPE,12:15 PM,2:15 PM,406,Cathay Pacific Airways,83800
SFO,HKG,1:40 PM,7:00 PM,879,Cathay Pacific Airways,83800
HKG,TPE,1:20 PM,2:55 PM,564,Cathay Pacific Airways,83800
SFO,NRT,12:50 PM,4:40 PM,209,Cathay Pacific Airways,87750
NRT,TPE,6:30 PM,9:25 PM,275,Cathay Pacific Airways,87750
SFO,NRT,12:50 PM,4:40 PM,209,Delta Air Lines,91249
NRT,TPE,6:30 PM,9:00 PM,17,Delta Air Lines,91249
SFO,ICN,12:40 PM,5:25 PM,213,Delta Air Lines,91589
ICN,TPE,9:25 AM,10:55 AM,421,Delta Air Lines,91589
SFO,ICN,12:40 PM,5:25 PM,213,China Airlines,92300
ICN,TPE,7:45 PM,9:20 PM,6871,China Airlines,92300
SFO,ICN,12:40 PM,5:25 PM,213,Asiana Airlines,92300
ICN,TPE,12:00 PM,1:35 PM,6873,Asiana Airlines,92300
SFO,HKG,1:40 PM,7:00 PM,879,Cathay Pacific Airways,94000
HKG,TPE,11:15 AM,12:50 PM,494,Cathay Pacific Airways,94000
SFO,LAX,7:45 PM,9:20 PM,1360,Asiana Airlines,97419
LAX,TPE,12:10 AM,5:25 AM,15,Asiana Airlines,97419
SFO,LAX,9:05 AM,10:35 AM,1956,Asiana Airlines,98769
LAX,TPE,12:10 AM,5:25 AM,15,Asiana Airlines,98769
SFO,LAX,3:00 PM,4:25 PM,4606,Cathay Pacific Airways,99820
LAX,TPE,1:05 AM,6:00 AM,7730,Cathay Pacific Airways,99820
SFO,LAX,5:00 PM,6:26 PM,4608,American Airlines,99820
LAX,TPE,1:05 AM,6:00 AM,7730,American Airlines,99820
SFO,LAX,7:35 PM,9:03 PM,4610,EVA Airways,99820
LAX,TPE,1:05 AM,6:00 AM,7730,EVA Airways,99820
SFO,LAX,6:23 AM,7:49 AM,4600,American Airlines,101335
LAX,TPE,1:05 AM,6:00 AM,7730,American Airlines,101335
