SFO,IAH,12:29 AM,6:00 AM,656,United,35370
IAH,GCM,1:04 PM,3:56 PM,1494,United,35370
SFO,IAH,6:05 AM,12:03 PM,1530,United,35370
IAH,GCM,1:04 PM,3:56 PM,1494,United,35370
SFO,IAH,6:36 AM,12:20 PM,532,United,35370
IAH,GCM,1:04 PM,3:56 PM,1494,United,35370
SFO,CLT,10:15 PM,6:04 AM,942,US Airways,35370
CLT,GCM,9:45 AM,11:38 AM,819,US Airways,35370
SFO,CLT,10:15 PM,6:04 AM,942,US Airways,35370
CLT,GCM,11:30 AM,1:22 PM,821,US Airways,35370
SFO,CLT,7:15 AM,3:08 PM,704,US Airways,35760
CLT,GCM,9:45 AM,11:38 AM,819,US Airways,35760
SFO,CLT,7:15 AM,3:08 PM,704,US Airways,35760
CLT,GCM,11:30 AM,1:22 PM,821,US Airways,35760
SFO,CLT,8:50 AM,4:53 PM,706,US Airways,35760
CLT,GCM,9:45 AM,11:38 AM,819,US Airways,35760
SFO,CLT,8:50 AM,4:53 PM,706,US Airways,35760
CLT,GCM,11:30 AM,1:22 PM,821,US Airways,35760
SFO,CLT,11:05 AM,7:04 PM,464,US Airways,35760
CLT,GCM,9:45 AM,11:38 AM,819,US Airways,35760
SFO,CLT,11:05 AM,7:04 PM,464,US Airways,35760
CLT,GCM,11:30 AM,1:22 PM,821,US Airways,35760
SFO,CLT,1:10 PM,9:11 PM,466,US Airways,35760
CLT,GCM,9:45 AM,11:38 AM,819,US Airways,35760
SFO,CLT,1:10 PM,9:11 PM,466,US Airways,35760
CLT,GCM,11:30 AM,1:22 PM,821,US Airways,35760
SFO,MIA,6:15 AM,2:40 PM,2002,American Airlines,38220
MIA,GCM,7:05 PM,7:30 PM,1485,American Airlines,38220
SFO,MIA,9:00 PM,5:20 AM,272,American Airlines,38220
MIA,GCM,11:00 AM,11:30 AM,619,American Airlines,38220
SFO,MIA,9:00 PM,5:20 AM,272,American Airlines,38220
MIA,GCM,2:55 PM,3:20 PM,2071,American Airlines,38220
SFO,MIA,6:15 AM,2:40 PM,2002,American Airlines,39585
MIA,GCM,11:00 AM,11:30 AM,619,American Airlines,39585
SFO,MIA,12:40 PM,9:10 PM,2008,American Airlines,39585
MIA,GCM,11:00 AM,11:30 AM,619,American Airlines,39585
SFO,MIA,12:40 PM,9:10 PM,2008,American Airlines,39585
MIA,GCM,2:55 PM,3:20 PM,2071,American Airlines,39585
SFO,MIA,12:40 PM,9:10 PM,2008,American Airlines,39585
MIA,GCM,7:05 PM,7:30 PM,1485,American Airlines,39585
