BWI,ATL
BWI,RDU
BWI,CLT
BWI,BNA
BWI,BOS
BWI,FLL
BWI,DTW
BWI,CHS
BWI,GSP
BWI,NAS
BWI,MEM
BWI,MSY
BWI,MKE
BWI,FNT
BWI,CLE
